"Transaction Hash","Blockno","UnixTimestamp","DateTime (UTC)","ParentTxFrom","ParentTxTo","ParentTxETH_Value","From","TxTo","ContractAddress","Value_IN(ETH)","Value_OUT(ETH)","CurrentValue @ $4045.59366105672/ETH","Historical $Price/ETH","Status","ErrCode","Type","PrivateNote"
"0xfd6974a910df3adfd07f7369188bb5262679041fe7222371a91dc14137ccbb56","233250489","1721244269","2024-07-17 19:24:29","0xdd5c59b7c4e8fad38732caffbebd20a61bf9f3fc","0xb0fc2a48b873da40e7bc25658e5e6137616ac2ee","0","0xb0fc2a48b873da40e7bc25658e5e6137616ac2ee","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","","0.000038070185","0","0.154016499111257","3387.66","0","","call",""
"0xe4e8c61f50bee3011f6f0aa70d8a8bb584ae83f471f6401728823be95afb2e9d","233259784","1721246596","2024-07-17 20:03:16","0xeb2bb25ddd2b1872d5189ae72fcec9b160dd3fb2","0xb0fc2a48b873da40e7bc25658e5e6137616ac2ee","0","0xb0fc2a48b873da40e7bc25658e5e6137616ac2ee","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","","0.000036581348","0","0.14799326958171","3387.66","0","","call",""
"0x73c895094008a5c337d9a2be06008d630ddaf8085406d2aa60a86116d905b5dc","233274005","1721250164","2024-07-17 21:02:44","0xc539cb358a58ac67185baad4d5e3f7fcfc903700","0xb0fc2a48b873da40e7bc25658e5e6137616ac2ee","0","0xb0fc2a48b873da40e7bc25658e5e6137616ac2ee","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","","0.0001147655823252","0","0.464294912362312","3387.66","0","","call",""
"0xed7a52794e049157044f0250fa1e5b9beb51124fbbe45af0bbf4e3aab0421dc5","233318296","1721261284","2024-07-18 00:08:04","0xf1e1b2f4796d984ccb8485d43db0c64b83c1fa6d","0xb0fc2a48b873da40e7bc25658e5e6137616ac2ee","0","0xb0fc2a48b873da40e7bc25658e5e6137616ac2ee","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","","0.000035391008","0","0.143177637623208","3425.94","0","","call",""
"0x951c7aa3b7bf04f9ee76052cad498ad9696c3689886db7939c47801df3984b9a","233853756","1721396744","2024-07-19 13:45:44","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","0x69c527fc77291722b52649e45c838e41be8bf5d5","0","0x31ef83a530fde1b38ee9a18093a333d8bbbc40d5","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","","0.00008165966963","0","0.330361841819114","3506.00","0","","call",""
"0x951c7aa3b7bf04f9ee76052cad498ad9696c3689886db7939c47801df3984b9a","233853756","1721396744","2024-07-19 13:45:44","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","0x69c527fc77291722b52649e45c838e41be8bf5d5","0","0xb0fc2a48b873da40e7bc25658e5e6137616ac2ee","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","","0.0001026301443952","0","0.415199861598557","3506.00","0","","call",""
"0x951c7aa3b7bf04f9ee76052cad498ad9696c3689886db7939c47801df3984b9a","233853756","1721396744","2024-07-19 13:45:44","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","0x69c527fc77291722b52649e45c838e41be8bf5d5","0","0x31ef83a530fde1b38ee9a18093a333d8bbbc40d5","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","","0.000081405355636","0","0.32933299073707","3506.00","0","","call",""
"0x951c7aa3b7bf04f9ee76052cad498ad9696c3689886db7939c47801df3984b9a","233853756","1721396744","2024-07-19 13:45:44","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","0x69c527fc77291722b52649e45c838e41be8bf5d5","0","0xb0fc2a48b873da40e7bc25658e5e6137616ac2ee","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","","0.000335588660751","0","1.35765535865676","3506.00","0","","call",""
"0x951c7aa3b7bf04f9ee76052cad498ad9696c3689886db7939c47801df3984b9a","233853756","1721396744","2024-07-19 13:45:44","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","0x69c527fc77291722b52649e45c838e41be8bf5d5","0","0x31ef83a530fde1b38ee9a18093a333d8bbbc40d5","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","","0.000080751230263","0","0.326686665274524","3506.00","0","","call",""
"0x951c7aa3b7bf04f9ee76052cad498ad9696c3689886db7939c47801df3984b9a","233853756","1721396744","2024-07-19 13:45:44","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","0x69c527fc77291722b52649e45c838e41be8bf5d5","0","0xb0fc2a48b873da40e7bc25658e5e6137616ac2ee","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","","0.000024296894737","0","0.0982953633313696","3506.00","0","","call",""
"0x951c7aa3b7bf04f9ee76052cad498ad9696c3689886db7939c47801df3984b9a","233853756","1721396744","2024-07-19 13:45:44","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","0x69c527fc77291722b52649e45c838e41be8bf5d5","0","0x31ef83a530fde1b38ee9a18093a333d8bbbc40d5","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","","0.000077361258","0","0.312972214976174","3506.00","0","","call",""
"0x319d259fe47219dfa8b4d1d4999a55748201820cffb5b40ae6f04c33bc014c47","235274255","1721753146","2024-07-23 16:45:46","0xc539cb358a58ac67185baad4d5e3f7fcfc903700","0xb0fc2a48b873da40e7bc25658e5e6137616ac2ee","0","0xb0fc2a48b873da40e7bc25658e5e6137616ac2ee","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","","0.00007367129708","0","0.298044132468674","3483.07","0","","call",""
"0xa8f0cc65c2d3dd3815f939967503295f15ecce6d2009ccb8340aa7a48c915d74","235333800","1721768131","2024-07-23 20:55:31","0x8e66ee36f2c7b9461f50aa0b53ef0e4e47f4abbf","0xb0fc2a48b873da40e7bc25658e5e6137616ac2ee","0","0xb0fc2a48b873da40e7bc25658e5e6137616ac2ee","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","","0.00003107878","0","0.125732115361376","3483.07","0","","call",""
"0x3b54bbe4c78905dd1ae2bdb48d366d31f9425ee64b1536d6eaaa98375a776fd8","235618856","1721839661","2024-07-24 16:47:41","0xe47b36382dc50b90bcf6176ddb159c4b9333a7ab","0xb0fc2a48b873da40e7bc25658e5e6137616ac2ee","0","0xb0fc2a48b873da40e7bc25658e5e6137616ac2ee","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","","0.000041161179","0","0.166521404844021","3335.15","0","","call",""
"0x64978a6532628fd668cfbd613410ba28c6fce41e3123a4f4f83c5f7128f7b828","235689325","1721857357","2024-07-24 21:42:37","0xdd5c59b7c4e8fad38732caffbebd20a61bf9f3fc","0xb0fc2a48b873da40e7bc25658e5e6137616ac2ee","0","0xb0fc2a48b873da40e7bc25658e5e6137616ac2ee","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","","0.0000455913298236","0","0.184443994933502","3335.15","0","","call",""
"0xf3cb0604ba64d4e4f0a32b44edfbeaf7a0eaa0e6e727448bbe19f7fa9fb49661","235710114","1721862593","2024-07-24 23:09:53","0xf1e1b2f4796d984ccb8485d43db0c64b83c1fa6d","0xb0fc2a48b873da40e7bc25658e5e6137616ac2ee","0","0xb0fc2a48b873da40e7bc25658e5e6137616ac2ee","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","","0.000041102469968","0","0.166283891956315","3335.15","0","","call",""
"0xc2c60e96c6aa9f2a1812ea31cd196d4bc41fc79a366c5cd71fddc526262a4160","235747157","1721871929","2024-07-25 01:45:29","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","0x9dda6ef3d919c9bc8885d5560999a3640431e8e6","0","0x0a2854fbbd9b3ef66f17d47284e7f899b9509330","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","","0.003080565036845832","0","12.4627143855365","3174.48","0","","call",""
"0x8df6fe07d3a78e26fe10fe620059e6314fa2c0306e0db62c775a8c049063928c","235748442","1721872259","2024-07-25 01:50:59","0xf1e1b2f4796d984ccb8485d43db0c64b83c1fa6d","0xb0fc2a48b873da40e7bc25658e5e6137616ac2ee","0","0xb0fc2a48b873da40e7bc25658e5e6137616ac2ee","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","","0.0007569357121167","0","3.06225431876678","3174.48","0","","call",""
"0xf39ab0769edc7eb6cf33c998263a96443d0a989e648884e588cec98bc099d696","235949001","1721922570","2024-07-25 15:49:30","0xde10336a5c37ab8fbfd6cd53bdeca5b0974737ba","0xb0fc2a48b873da40e7bc25658e5e6137616ac2ee","0","0xb0fc2a48b873da40e7bc25658e5e6137616ac2ee","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","","0.00003224355","0","0.130444301489965","3174.48","0","","call",""
"0x3ba92c67f49ff09c477f05589400e78ecaf47524b328f73ce997d26b6aca6586","236026773","1721942062","2024-07-25 21:14:22","0x6a2b3a13be0c723674bcfd722d4e133b3f356e05","0xb0fc2a48b873da40e7bc25658e5e6137616ac2ee","0","0xb0fc2a48b873da40e7bc25658e5e6137616ac2ee","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","","0.000141173801923","0","0.571131838166966","3174.48","0","","call",""
"0x7b760bf5dfc1171f3ca08f231aaa6173c482e50809cec220acebe7de32fdc103","236083904","1721956475","2024-07-26 01:14:35","0xde10336a5c37ab8fbfd6cd53bdeca5b0974737ba","0xb0fc2a48b873da40e7bc25658e5e6137616ac2ee","0","0xb0fc2a48b873da40e7bc25658e5e6137616ac2ee","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","","0.000030239183","0","0.122335447060334","3274.89","0","","call",""
