Date (GMT-4),Action,Size,Market,Full market,Mark Price,Acceptable Price,Execution Price,Trigger Price,Price Impact,Transaction ID,PnL ($)
2024-11-17 14:54:50,Cancel Stop Loss,"-$2,796.80",Long BTC/USD,BTC/USD [BTC-USDC],,,,"<  $86,000.00",,https://arbiscan.io/tx/0x281984f676834150d76f9c1b89b10aad79e35b6c1fdff864259ca2d6add9077b,
2024-11-16 12:21:54,Cancel Take Profit,"-$2,796.80",Long BTC/USD,BTC/USD [BTC-USDC],,">  $90,897.74",,">  $91,217.00",,https://arbiscan.io/tx/0xea304536230a4dc810a83cc2fd81eb136980660a48e83f735b299c4019f72d55,
2024-11-16 08:43:07,Create Take Profit,"-$2,796.80",Long BTC/USD,BTC/USD [BTC-USDC],,">  $90,897.74",,">  $91,217.00",,https://arbiscan.io/tx/0x8284b2e7d1015021a548b96a2e9c0b2d7b63a2f5e449252ccc392697a1cd7fca,
2024-11-15 09:28:57,Execute Limit,"+$1,011.07",Long BTC/USD,BTC/USD [BTC-USDC],"$89,348.05","<  $89,631.35","$89,330.00",,+$0.21,https://arbiscan.io/tx/0xe020525314585bb58f2004cbba4a79f079224bf85d75268f7314c39e80291c53,
2024-11-15 08:56:46,Create Stop Loss,"-$2,796.80",Long BTC/USD,BTC/USD [BTC-USDC],,,,"<  $86,000.00",,https://arbiscan.io/tx/0x88f74817a403e09366de83b231d61f665ddd0b24680015a1b6e023b1e850c6df,
2024-11-15 08:56:46,Create Limit,"+$1,011.07",Long BTC/USD,BTC/USD [BTC-USDC],,"<  $89,631.35",,"<  $89,363.26",,https://arbiscan.io/tx/0x88f74817a403e09366de83b231d61f665ddd0b24680015a1b6e023b1e850c6df,
2024-11-15 07:54:33,Cancel Limit,"+$1,700.00",Long BTC/USD,BTC/USD [BTC-USDC],,"<  $85,331.50",,"<  $85,000.00",,https://arbiscan.io/tx/0xa7d83747129f813b35760a42c4ab9c183e25dfc4f751c596ead6f09ae59e96ed,
2024-11-15 07:54:33,Cancel Stop Loss,"-$3,485.72",Long BTC/USD,BTC/USD [BTC-USDC],,,,"<  $84,000.00",,https://arbiscan.io/tx/0xa7d83747129f813b35760a42c4ab9c183e25dfc4f751c596ead6f09ae59e96ed,
2024-11-14 16:12:47,Create Limit,"+$1,700.00",Long BTC/USD,BTC/USD [BTC-USDC],,"<  $85,331.50",,"<  $85,000.00",,https://arbiscan.io/tx/0x8584cfdd8d563aaa462cf66884eaba4c3e73df56e94b1f1eb6853ecb9cb77391,
2024-11-14 16:12:47,Update Stop Loss,"-$3,485.72",Long BTC/USD,BTC/USD [BTC-USDC],,,,"<  $84,000.00",,https://arbiscan.io/tx/0x8584cfdd8d563aaa462cf66884eaba4c3e73df56e94b1f1eb6853ecb9cb77391,
2024-11-14 12:59:56,Market Increase,"+$1,785.72",Long BTC/USD,BTC/USD [BTC-USDC],"$89,260.80","<  $89,656.72","$89,363.27",,-$2.05,https://arbiscan.io/tx/0x9abcaa6c3853fe046f643e6263ba4d676191d55536300ab9493265619d58c4aa,
2024-11-14 12:59:54,Create Stop Loss,"-$1,785.72",Long BTC/USD,BTC/USD [BTC-USDC],,,,"<  $85,000.00",,https://arbiscan.io/tx/0x864c4c63fe68e26276e6b57feb8a4edb34ee1fa77a104d7712da2db2aebdfad0,
2024-11-14 10:24:41,Market Decrease,"-$2,036.78",Long BTC/USD,BTC/USD [BTC-USDC],"$88,612.51",">  $88,322.72","$88,640.66",,+$0.64,https://arbiscan.io/tx/0x9274c57b81b9596344388dc82d70781862b74f602ae85083e34694c448a601e0,-$25.64
2024-11-14 10:16:00,Market Increase,"+$2,036.78",Long BTC/USD,BTC/USD [BTC-USDC],"$89,639.94","<  $89,941.02","$89,723.99",,-$1.91,https://arbiscan.io/tx/0x2f6a2166951c1dd22dd4cd96c30f17982f706be9670c0bc0c93d3ce3d82ccbce,
2024-11-14 09:47:01,Cancel Take Profit,"-$2,060.99",Long BTC/USD,BTC/USD [BTC-USDC],,">  $92,721.00",,">  $93,000.00",,https://arbiscan.io/tx/0xdf8c43083b744193399e16e60ac0404e421a5929138b82cc3a20ce742e0dedf5,
2024-11-14 09:47:01,Execute Stop Loss,"-$2,060.99",Long BTC/USD,BTC/USD [BTC-USDC],"$89,180.83",,"$89,191.52",,+$0.24,https://arbiscan.io/tx/0xdf8c43083b744193399e16e60ac0404e421a5929138b82cc3a20ce742e0dedf5,-$22.83
2024-11-14 09:41:40,Execute Limit,"+$2,060.99",Long BTC/USD,BTC/USD [BTC-USDC],"$90,085.69","<  $90,424.36","$90,144.31",,-$1.34,https://arbiscan.io/tx/0xee990d81edc364bab6c0c83f997aa2ca275ee78c5669fb6ae1a5832b4fc68d58,
2024-11-14 09:41:25,Create Stop Loss,"-$2,060.99",Long BTC/USD,BTC/USD [BTC-USDC],,,,"<  $89,200.00",,https://arbiscan.io/tx/0x1c860bcae3df41ad10a1239c3dc7e8332146d6815b8dedd6b3539ac501256473,
2024-11-14 09:41:25,Create Limit,"+$2,060.99",Long BTC/USD,BTC/USD [BTC-USDC],,"<  $90,424.36",,"<  $90,100.00",,https://arbiscan.io/tx/0x1c860bcae3df41ad10a1239c3dc7e8332146d6815b8dedd6b3539ac501256473,
2024-11-14 09:41:25,Create Take Profit,"-$2,060.99",Long BTC/USD,BTC/USD [BTC-USDC],,">  $92,721.00",,">  $93,000.00",,https://arbiscan.io/tx/0x1c860bcae3df41ad10a1239c3dc7e8332146d6815b8dedd6b3539ac501256473,
2024-11-13 15:55:24,Cancel Stop Loss,"-$6,369.62",Long BTC/USD,BTC/USD [BTC-USDC],,,,"<  $89,399.00",,https://arbiscan.io/tx/0xdc55cffa31dbb7ee1f890c2f8370a3b3f0ae9dc41951c82c3e7838755089e72a,
2024-11-13 15:55:24,Market Decrease,"-$6,369.62",Long BTC/USD,BTC/USD [BTC-USDC],"$90,107.78",">  $89,840.05","$90,115.39",,+$0.53,https://arbiscan.io/tx/0xdc55cffa31dbb7ee1f890c2f8370a3b3f0ae9dc41951c82c3e7838755089e72a,-$60.42
2024-11-13 15:22:34,Create Stop Loss,"-$6,369.62",Long BTC/USD,BTC/USD [BTC-USDC],,,,"<  $89,399.00",,https://arbiscan.io/tx/0x60869d13ee75dea647974b4cbb26c0af25ea4c2e22f993d06ccfdaa6bc469edf,
2024-11-13 15:22:02,Market Increase,"+$6,369.62",Long BTC/USD,BTC/USD [BTC-USDC],"$90,915.68","<  $91,196.92","$90,927.32",,-$0.81,https://arbiscan.io/tx/0x7c66baeeb42234c74a581c9c78051799bec71941aaf88d0b7343b4ca31cdf088,
2024-11-13 14:22:33,Market Decrease,"-$2,128.21",Short BTC/USD,BTC/USD [BTC-USDC],"$91,168.14","<  $91,359.77","$91,141.19",,+$0.63,https://arbiscan.io/tx/0xe7ad1f4daffb3015d2be97d1f3b5f558f4098c40c5c5b803c2471f98dbf6ebbf,-$1.05
2024-11-13 14:15:21,Market Increase,"+$2,128.21",Short BTC/USD,BTC/USD [BTC-USDC],"$91,165.90",">  $90,827.20","$91,142.02",,-$0.56,https://arbiscan.io/tx/0xc3a75e54a4b0aa9590abd7ffca3480a9f981d68bdfe7e23590f2a1221ca61acc,
2024-11-13 14:07:34,Execute Stop Loss,"-$2,765.13",Long BTC/USD,BTC/USD [BTC-USDC],"$91,567.29",,"$91,557.85",,-$0.28,https://arbiscan.io/tx/0xaba239b1ab0d9626aa810523c1bb061fc6f80277fe7560f3383d64356ea55d6a,-$21.21
2024-11-13 14:07:34,Cancel Take Profit,"-$2,765.13",Long BTC/USD,BTC/USD [BTC-USDC],,">  $93,553.50",,">  $93,835.00",,https://arbiscan.io/tx/0xaba239b1ab0d9626aa810523c1bb061fc6f80277fe7560f3383d64356ea55d6a,
2024-11-13 11:37:06,Execute Limit,"+$2,765.13",Long BTC/USD,BTC/USD [BTC-USDC],"$92,143.05","<  $92,502.82","$92,180.06",,-$1.11,https://arbiscan.io/tx/0x24f436fb62a8470579d65c2146959d61d8f67770be78c7193afab13405a912c7,
2024-11-13 11:29:29,Create Take Profit,"-$2,765.13",Long BTC/USD,BTC/USD [BTC-USDC],,">  $93,553.50",,">  $93,835.00",,https://arbiscan.io/tx/0xd75edda78c74ea387d0078833f2b70f710d5253fd6bf6a3367334c07600c6ab0,
2024-11-13 11:29:29,Create Limit,"+$2,765.13",Long BTC/USD,BTC/USD [BTC-USDC],,"<  $92,502.82",,"<  $92,171.00",,https://arbiscan.io/tx/0xd75edda78c74ea387d0078833f2b70f710d5253fd6bf6a3367334c07600c6ab0,
2024-11-13 11:29:29,Create Stop Loss,"-$2,765.13",Long BTC/USD,BTC/USD [BTC-USDC],,,,"<  $91,603.00",,https://arbiscan.io/tx/0xd75edda78c74ea387d0078833f2b70f710d5253fd6bf6a3367334c07600c6ab0,
2024-11-13 11:27:08,Market Decrease,"-$4,049.52",Long BTC/USD,BTC/USD [BTC-USDC],"$92,870.54",">  $92,605.27","$92,892.31",,+$0.98,https://arbiscan.io/tx/0xd772e33c67b0282d14a3250719cbcd2576ac4f034290f138d2f3ee639aed1ad1,$130.28
2024-11-13 11:27:08,Cancel Stop Loss,"-$4,049.52",Long BTC/USD,BTC/USD [BTC-USDC],,,,"<  $89,016.00",,https://arbiscan.io/tx/0xd772e33c67b0282d14a3250719cbcd2576ac4f034290f138d2f3ee639aed1ad1,
2024-11-13 09:46:18,Market Increase,"+$2,052.43",Long BTC/USD,BTC/USD [BTC-USDC],"$90,729.23","<  $91,196.52","$90,852.36",,-$2.78,https://arbiscan.io/tx/0xa7a86b348942c4532753048e60a53d3c77050e7db9fb417c4b61893d41e73949,
2024-11-13 09:46:16,Update Stop Loss,"-$4,049.52",Long BTC/USD,BTC/USD [BTC-USDC],,,,"<  $89,016.00",,https://arbiscan.io/tx/0xbdf5b0379dbe8f7b6b84a712b892de0df72c8b53533530636621a98eef384cad,
2024-11-13 08:42:28,Create Stop Loss,"-$1,997.09",Long BTC/USD,BTC/USD [BTC-USDC],,,,"<  $87,790.09",,https://arbiscan.io/tx/0xec4d1cc0d1bea12cc7cfaa9d2a957786b0fd61e458a18702e319f40382597675,
2024-11-13 08:41:34,Market Increase,"+$1,997.09",Long BTC/USD,BTC/USD [BTC-USDC],"$88,964.26","<  $89,272.34","$89,016.80",,-$1.18,https://arbiscan.io/tx/0x021eaa50ff0abada8282278babdeb368a23a2e34cf69202ab58cdea03c3f9f09,
2024-11-11 20:41:45,Market Decrease,"-$5,330.24",Long BTC/USD,BTC/USD [BTC-USDC],"$88,978.41",">  $88,702.60","$88,986.33",,+$0.50,https://arbiscan.io/tx/0x6761c2188d21bf28065a5669672b311fd1d1c9fe8f2a1e9073abe49196401d01,$252.26
2024-11-11 20:41:45,Cancel Stop Loss,"-$5,330.24",Long BTC/USD,BTC/USD [BTC-USDC],,,,"<  $80,429.31",,https://arbiscan.io/tx/0x6761c2188d21bf28065a5669672b311fd1d1c9fe8f2a1e9073abe49196401d01,
2024-11-11 16:46:20,Create Stop Loss,"-$5,330.24",Long BTC/USD,BTC/USD [BTC-USDC],,,,"<  $80,429.31",,https://arbiscan.io/tx/0xa972bebe31c5c3d348d84ae4c255babad843f62728e67b3f1f25f7404d6243a3,
2024-11-11 11:12:44,Market Increase,"+$5,330.24",Long BTC/USD,BTC/USD [BTC-USDC],"$84,820.83","<  $85,102.57","$84,867.45",,-$2.93,https://arbiscan.io/tx/0xd578cdbce036aa175dea1d6b9491b6e61544d7ef11aed587330b6f6e15c5c4ec,
2024-11-08 15:49:11,Market Decrease,"-$3,347.93",Long BTC/USD,BTC/USD [BTC-USDC],"$76,630.00",">  $76,313.20","$76,609.17",,-$0.91,https://arbiscan.io/tx/0x681b03e604924b3c306800e3d6b2ff6ca5c2cc09a72775dfdd8e0073b0670666,$10.17
2024-11-08 15:49:11,Cancel Stop Loss,"-$3,347.93",Long BTC/USD,BTC/USD [BTC-USDC],,,,"<  $72,146.90",,https://arbiscan.io/tx/0x681b03e604924b3c306800e3d6b2ff6ca5c2cc09a72775dfdd8e0073b0670666,
2024-11-08 08:01:17,Create Stop Loss,"-$3,347.93",Long BTC/USD,BTC/USD [BTC-USDC],,,,"<  $72,146.90",,https://arbiscan.io/tx/0xdd5ba0fa1c73cee3761f4d882fb6332b5e172375dac2ce5362ac7e1c4c353b87,
2024-11-07 20:15:57,Market Increase,"+$3,347.93",Long BTC/USD,BTC/USD [BTC-USDC],"$76,166.73","<  $76,446.77","$76,213.65",,-$2.06,https://arbiscan.io/tx/0x5d9bfaa102edf7987df9c44c233a0682fab318e9890260501fa562d3f44048c9,
2024-11-07 20:15:55,Cancel Stop Loss,"-$1,398.78",Long BTC/USD,BTC/USD [BTC-USDC],,,,"<  $65,166.00",,https://arbiscan.io/tx/0x623b9add90949d575d41e7e28087b6564edea11c27486f42ec07aafb2876a49d,
2024-11-07 15:17:53,Execute Stop Loss,"-$1,794.17",Short BTC/USD,BTC/USD [BTC-USDC],"$76,813.84",,"$76,910.04",,-$2.28,https://arbiscan.io/tx/0x3a6e0ee0d185def8eed1483b9a7d24996402176792f3409a412a7a1d3b8621f3,-$29.57
2024-11-06 17:44:35,Market Increase,"+$1,794.17",Short BTC/USD,BTC/USD [BTC-USDC],"$75,695.72",">  $75,327.44","$75,715.12",,+$0.46,https://arbiscan.io/tx/0x440aef7218b1c521006d5dd2335dcff954d70f1284f9d52e75a1638895245e3f,
2024-11-06 17:44:33,Update Stop Loss,"-$1,794.17",Short BTC/USD,BTC/USD [BTC-USDC],,,,">  $76,808.90",,https://arbiscan.io/tx/0x4337544441305b73732b6febcfeb8fad7e664ccc94baeb7da879e7619e2ba924,
2024-11-06 03:28:53,Market Decrease,"-$1,398.78",Long BTC/USD,BTC/USD [BTC-USDC],"$72,974.33",">  $72,760.28","$72,989.05",,+$0.29,https://arbiscan.io/tx/0xa6142caf04952bc4660cf4542404cdce42c930295769eff1ea02246c686a4170,$23.36
2024-11-01 08:36:44,Market Increase,+$699.39,Long BTC/USD,BTC/USD [BTC-USDC],"$70,105.91","<  $70,381.82","$70,178.49",,-$0.72,https://arbiscan.io/tx/0xa874ecb32620f723502c70baa1579295e0f5c7f1dc7aa494312852b32a93c201,
2024-11-01 08:36:42,Update Stop Loss,"-$1,398.78",Long BTC/USD,BTC/USD [BTC-USDC],,,,"<  $65,166.00",,https://arbiscan.io/tx/0xe094624b2787b4e0bfd3680587add5776cc291f4ff7b4e661cdbe4c8099e6eab,
2024-10-30 08:45:43,Market Increase,+$699.38,Long BTC/USD,BTC/USD [BTC-USDC],"$71,913.57","<  $72,260.31","$72,022.21",,-$1.05,https://arbiscan.io/tx/0x5058ca6671e28a82ac000fbb264612eeebe43780fede00f74b3b05c83fe098b1,
2024-10-30 08:45:37,Update Stop Loss,-$699.38,Long BTC/USD,BTC/USD [BTC-USDC],,,,"<  $65,166.00",,https://arbiscan.io/tx/0xd8f1cbaee2b183ca7dd5fc5bfcc106e816d6d8ce11fa5b89c247f1eb8adf0b37,
2024-10-29 15:21:38,Market Decrease,"-$3,273.33",Long BTC/USD,BTC/USD [BTC-USDC],"$72,986.93",">  $72,794.79","$73,030.53",,+$2.07,https://arbiscan.io/tx/0x700ab59deb759e595922bc3ba94d595bf4b20398e679d69d9f389da756103f4f,$189.49
2024-10-28 08:48:31,Market Increase,"+$3,273.33",Long BTC/USD,BTC/USD [BTC-USDC],"$68,830.62","<  $69,063.24","$68,853.83",,-$1.10,https://arbiscan.io/tx/0xa8f3c1306bdb6b63b2773834cf3cbfb066c6b99a9976e6a671370bb601e5deae,
2024-10-28 08:48:29,Create Stop Loss,"-$3,273.33",Long BTC/USD,BTC/USD [BTC-USDC],,,,"<  $67,503.85",,https://arbiscan.io/tx/0x34aeef7d960b492646c913a8685c0e5273c62365de89b1c24ac7c0dc6b379d40,
2024-10-25 14:02:41,Execute Take Profit,"-$1,618.97",Short BTC/USD,BTC/USD [BTC-USDC],"$66,441.35","<  $66,646.33","$66,463.02",,-$0.52,https://arbiscan.io/tx/0xe6db2f0e36a0e7236911ffa7b98d084abdb2b2a966d3ef5ba5b2c68b2dd4d8bf,$17.94
2024-10-24 16:27:37,Market Increase,+$808.15,Short BTC/USD,BTC/USD [BTC-USDC],"$68,125.62",">  $67,896.07","$68,103.62",,-$0.26,https://arbiscan.io/tx/0x88e55887dd8024ed2a6f254c3745aab6bc2a76d72b3939042ea12bbf47d36913,
2024-10-24 16:27:32,Update Take Profit,"-$1,618.97",Short BTC/USD,BTC/USD [BTC-USDC],,"<  $66,646.33",,"<  $66,446.99",,https://arbiscan.io/tx/0x8e4f98d314546e81830b04d1f0f7acef5f8193694e8d191795ce4d19e57790f1,
2024-10-24 16:27:32,Update Stop Loss,"-$1,618.97",Short BTC/USD,BTC/USD [BTC-USDC],,,,">  $69,585.67",,https://arbiscan.io/tx/0x8e4f98d314546e81830b04d1f0f7acef5f8193694e8d191795ce4d19e57790f1,
2024-10-24 16:26:56,Withdraw,809.13 USDC,Short BTC/USD,BTC/USD [BTC-USDC],"$68,119.71","<  $68,324.48","$68,119.71",,$0.00,https://arbiscan.io/tx/0x5d152ba27ed057d8b1dba100140809c454a90ca0acdb4cc2b874ed254ad9eb4a,
2024-10-24 09:08:50,Create Take Profit,-$810.83,Short BTC/USD,BTC/USD [BTC-USDC],,"<  $66,646.33",,"<  $66,446.99",,https://arbiscan.io/tx/0xe78917c940260c11608846b9cc40c8ee2ae377167da2f24bbcba7a7fc3bf7405,
2024-10-23 10:57:53,Market Increase,+$810.83,Short BTC/USD,BTC/USD [BTC-USDC],"$66,436.76",">  $66,240.24","$66,446.62",,+$0.12,https://arbiscan.io/tx/0x2d815120febc8d549d97db79776b753f1df14781868786116188a0bcbc4e9655,
2024-10-23 10:57:51,Cancel Take Profit,"-$1,687.46",Short BTC/USD,BTC/USD [BTC-USDC],,"<  $67,421.74",,"<  $67,213.38",,https://arbiscan.io/tx/0xc1bf3f1a3888165101f1e62b9513cd70c2e5d26bf8ffcb0f2dc0799e4f0c3840,
2024-10-23 10:57:51,Create Stop Loss,-$810.83,Short BTC/USD,BTC/USD [BTC-USDC],,,,">  $69,585.67",,https://arbiscan.io/tx/0xc1bf3f1a3888165101f1e62b9513cd70c2e5d26bf8ffcb0f2dc0799e4f0c3840,
2024-10-22 23:29:07,Execute Stop Loss,"-$3,309.77",Long BTC/USD,BTC/USD [BTC-USDC],"$66,844.70",,"$66,851.35",,+$0.33,https://arbiscan.io/tx/0xdddf3dd725a4458099e393243278f15072358eba0761392a7d3eed87d4ac7c54,-$32.87
2024-10-22 16:32:58,Update Stop Loss,"-$3,309.77",Long BTC/USD,BTC/USD [BTC-USDC],,,,"<  $66,865.57",,https://arbiscan.io/tx/0x7da2877af24889b12c1ac29b9d5eb8ae721326731d71cf455b036aed72c91b97,
2024-10-22 14:31:23,Market Increase,"+$3,309.77",Long BTC/USD,BTC/USD [BTC-USDC],"$67,419.32","<  $67,654.42","$67,451.42",,-$1.57,https://arbiscan.io/tx/0x2c52a83902a65adba91332816c361a7b08e8c94bf8d42c02e0b3e019ec8d842f,
2024-10-22 14:31:21,Cancel Take Profit,"-$3,331.52",Long BTC/USD,BTC/USD [BTC-USDC],,">  $68,532.20",,">  $68,738.42",,https://arbiscan.io/tx/0xc31ef89250bbc8afe3509b7a0e3e159edec2f539cdcc2b1eda9b4965d853273a,
2024-10-22 14:31:21,Update Stop Loss,"-$3,309.77",Long BTC/USD,BTC/USD [BTC-USDC],,,,"<  $66,769.11",,https://arbiscan.io/tx/0xc31ef89250bbc8afe3509b7a0e3e159edec2f539cdcc2b1eda9b4965d853273a,
2024-10-22 10:46:18,Market Decrease,"-$3,331.52",Long BTC/USD,BTC/USD [BTC-USDC],"$67,345.88",">  $67,115.11","$67,308.40",,-$1.85,https://arbiscan.io/tx/0x3a4b53b9a41e83861c72bfc0ce409a40747b5a156501b32412b00298132ef08e,-$8.50
2024-10-21 21:35:07,Market Increase,"+$3,331.52",Long BTC/USD,BTC/USD [BTC-USDC],"$67,354.58","<  $67,619.71","$67,401.07",,-$2.30,https://arbiscan.io/tx/0xb4ae8e03be86a0bc19b034800385ccc23e399b9f9b258fa8f4a8cef72df1c0da,
2024-10-21 21:35:05,Update Stop Loss,"-$3,331.52",Long BTC/USD,BTC/USD [BTC-USDC],,,,"<  $66,332.01",,https://arbiscan.io/tx/0x07bc4fe64e3d91763b8672ec97c1ccaa34b4fcd1548aa23799359ef10940b8b1,
2024-10-21 21:35:05,Create Take Profit,"-$3,331.52",Long BTC/USD,BTC/USD [BTC-USDC],,">  $68,532.20",,">  $68,738.42",,https://arbiscan.io/tx/0x07bc4fe64e3d91763b8672ec97c1ccaa34b4fcd1548aa23799359ef10940b8b1,
2024-10-18 11:29:33,Execute Stop Loss,"-$1,687.46",Short BTC/USD,BTC/USD [BTC-USDC],"$68,645.50",,"$68,644.57",,+$0.02,https://arbiscan.io/tx/0xa2e9644e575c2d1d630795c3e9f26b7c0864e289b8070aec16dd157d8e62fa22,-$19.30
2024-10-17 21:54:17,Market Increase,"+$1,687.46",Short BTC/USD,BTC/USD [BTC-USDC],"$67,913.74",">  $67,713.31","$67,917.44",,+$0.09,https://arbiscan.io/tx/0xf367a7a5639f2b36972937fbb5401a7133effd20a50be2bd240092b818c9194e,
2024-10-17 21:54:15,Create Take Profit,"-$1,687.46",Short BTC/USD,BTC/USD [BTC-USDC],,"<  $67,421.74",,"<  $67,213.38",,https://arbiscan.io/tx/0x3e16f5af0f026caae856c97a9406c090e6e57f9c05d9c4c6186d779a49637357,
2024-10-17 21:54:15,Create Stop Loss,"-$1,687.46",Short BTC/USD,BTC/USD [BTC-USDC],,,,">  $68,644.01",,https://arbiscan.io/tx/0x3e16f5af0f026caae856c97a9406c090e6e57f9c05d9c4c6186d779a49637357,
2024-10-17 21:53:17,Market Decrease,"-$1,689.86",Long BTC/USD,BTC/USD [BTC-USDC],"$67,882.40",">  $67,684.29","$67,886.13",,+$0.09,https://arbiscan.io/tx/0x03f7e7c73fbabe1bfdce90e6eae8141dad3c5824ba4f5f19cfc5217080ec7cd2,-$1.56
2024-10-17 21:51:58,Market Increase,"+$1,689.86",Long BTC/USD,BTC/USD [BTC-USDC],"$67,894.33","<  $68,116.71","$67,914.63",,-$0.50,https://arbiscan.io/tx/0x0ca7bd0c3a99969299b5c15d4ee354d39af722427e4126f95eb45ca64719576d,
2024-10-17 21:51:56,Create Stop Loss,"-$1,689.86",Long BTC/USD,BTC/USD [BTC-USDC],,,,"<  $67,401.00",,https://arbiscan.io/tx/0xfae9b972733d846757b65cd1d550006b355d811ebeba46ace62c5f9c039b17b9,
2024-10-17 21:49:30,Cancel Stop Loss,"-$1,702.59",Short BTC/USD,BTC/USD [BTC-USDC],,,,">  $67,254.00",,https://arbiscan.io/tx/0xa03ab4fdf86f19ef2f0d7e726174bc1c85fd3df33397b7905c1244ad0d18f20b,
2024-10-17 21:49:30,Cancel Stop Loss,"-$8,425.45",Long BTC/USD,BTC/USD [BTC-USDC],,,,"<  $67,686.20",,https://arbiscan.io/tx/0xa03ab4fdf86f19ef2f0d7e726174bc1c85fd3df33397b7905c1244ad0d18f20b,
2024-10-17 21:49:30,Cancel Take Profit,"-$1,702.59",Short BTC/USD,BTC/USD [BTC-USDC],,"<  $66,122.05",,"<  $65,898.00",,https://arbiscan.io/tx/0xa03ab4fdf86f19ef2f0d7e726174bc1c85fd3df33397b7905c1244ad0d18f20b,
2024-10-17 21:49:30,Cancel Limit,"+$8,425.45",Long BTC/USD,BTC/USD [BTC-USDC],,"<  $68,031.20",,"<  $67,814.19",,https://arbiscan.io/tx/0xa03ab4fdf86f19ef2f0d7e726174bc1c85fd3df33397b7905c1244ad0d18f20b,
2024-10-17 21:49:30,Cancel Take Profit,"-$8,425.45",Long BTC/USD,BTC/USD [BTC-USDC],,">  $67,861.14",,">  $68,065.34",,https://arbiscan.io/tx/0xa03ab4fdf86f19ef2f0d7e726174bc1c85fd3df33397b7905c1244ad0d18f20b,
2024-10-17 21:46:44,Create Stop Loss,"-$8,425.45",Long BTC/USD,BTC/USD [BTC-USDC],,,,"<  $67,686.20",,https://arbiscan.io/tx/0xa507ca4b90a2692c4a0aa20b1b0399a1623597b9678e25025a0953671e81056e,
2024-10-17 21:46:44,Create Limit,"+$8,425.45",Long BTC/USD,BTC/USD [BTC-USDC],,"<  $68,031.20",,"<  $67,814.19",,https://arbiscan.io/tx/0xa507ca4b90a2692c4a0aa20b1b0399a1623597b9678e25025a0953671e81056e,
2024-10-17 21:46:44,Update Take Profit,"-$8,425.45",Long BTC/USD,BTC/USD [BTC-USDC],,">  $67,861.14",,">  $68,065.34",,https://arbiscan.io/tx/0xa507ca4b90a2692c4a0aa20b1b0399a1623597b9678e25025a0953671e81056e,
2024-10-17 09:02:46,Market Decrease,"-$1,702.59",Short BTC/USD,BTC/USD [BTC-USDC],"$67,165.19","<  $67,404.03","$67,198.85",,-$0.86,https://arbiscan.io/tx/0xb30406791c733a057315868773ebcb7e66b332a4281c2d823ae37678acd4b625,-$11.40
2024-10-17 07:51:46,Create Take Profit,"-$1,702.59",Short BTC/USD,BTC/USD [BTC-USDC],,"<  $66,122.05",,"<  $65,898.00",,https://arbiscan.io/tx/0x3f0c3ffaba33b6606c7a527db881427f9bcb3f4264bc5f7057390c0df3258fb2,
2024-10-17 07:50:08,Market Increase,"+$1,702.59",Short BTC/USD,BTC/USD [BTC-USDC],"$66,793.79",">  $66,596.36","$66,798.28",,+$0.12,https://arbiscan.io/tx/0x3abbcba2328624a2e9bc3271b27e530580a4f3b2999d2828a6b0c182c4a3c675,
2024-10-17 07:50:06,Create Stop Loss,"-$1,702.59",Short BTC/USD,BTC/USD [BTC-USDC],,,,">  $67,254.00",,https://arbiscan.io/tx/0x886e33acccd146b164d57bcc1d8ce853e7f0f9ac0eab58ef81adb9c13773b6cf,
2024-10-17 07:50:06,Cancel Take Profit,"-$5,254.19",Short BTC/USD,BTC/USD [BTC-USDC],,"<  $62,761.44",,"<  $62,561.24",,https://arbiscan.io/tx/0x886e33acccd146b164d57bcc1d8ce853e7f0f9ac0eab58ef81adb9c13773b6cf,
2024-10-16 21:31:31,Execute Stop Loss,"-$1,714.22",Long BTC/USD,BTC/USD [BTC-USDC],"$67,521.83",,"$67,518.33",,-$0.09,https://arbiscan.io/tx/0xef3f10b918158c8edbd868b1f0013e1422977847b806b9903697e54a01f7cfca,-$10.87
2024-10-16 20:40:17,Create Take Profit,"-$1,714.22",Long BTC/USD,BTC/USD [BTC-USDC],,">  $68,289.02",,">  $68,501.37",,https://arbiscan.io/tx/0x0481d124d0567f6ac5ae1e43ae28bcf1f027f7a70f212a4ee44e924e9fac1970,
2024-10-16 20:39:01,Market Increase,"+$1,714.22",Long BTC/USD,BTC/USD [BTC-USDC],"$67,903.57","<  $68,089.84","$67,899.60",,+$0.10,https://arbiscan.io/tx/0xcd08890a4238a404f2a65f8ef8a1c1238ac84459e86152ebc34690f4ea76e9e8,
2024-10-16 20:38:59,Update Stop Loss,"-$1,714.22",Long BTC/USD,BTC/USD [BTC-USDC],,,,"<  $67,525.00",,https://arbiscan.io/tx/0x602399674c47011880e998c48a8fc8dffb7ec0dd9aeb2f458956d84e762086d0,
2024-10-16 20:38:59,Cancel Take Profit,"-$1,597.56",Long BTC/USD,BTC/USD [BTC-USDC],,">  $69,528.79",,">  $69,738.00",,https://arbiscan.io/tx/0x602399674c47011880e998c48a8fc8dffb7ec0dd9aeb2f458956d84e762086d0,
2024-10-16 16:20:09,Market Decrease,"-$1,597.56",Long BTC/USD,BTC/USD [BTC-USDC],"$67,874.02",">  $67,676.06","$67,879.72",,+$0.13,https://arbiscan.io/tx/0x0fdfdb787e42241351e32b6623a426b16c66c185afdd7e77a34f0dcf5179bd25,-$2.77
